;problem_seed;num_features;num_items;item_sphere_size;method;query_seed;K;gamma;gamma_normalized;method_objval;mmu_objval;mmu_objval_ub;mmu_objval_lb;mmr_objval;mmr_objval_ub;mmr_objval_lb;mmu_prob_random_wins;mmr_prob_random_wins;query_list;solve_time;mmu_objective_eval_time;mmr_objective_eval_time;expt_params;mmr_ub;mmr_lb;mmu_ub;mmu_lb;mmr_objval_normalized_new
14;0;5;10;10.0;random;None;5;0.0;0.0;0.0;None;None;None;22.14334643819592;31.89062210881238;0.0;None;1.0;[(4, 5), (5, 8), (3, 7), (0, 5), (1, 3)];0.0;None;9.524740219116213;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.6943529154947722
15;0;5;10;10.0;random;None;6;0.0;0.0;0.0;None;None;None;18.69487062961632;31.89062210881238;0.0;None;1.0;[(4, 5), (5, 8), (3, 7), (0, 5), (1, 3), (3, 5)];0.0;None;17.339706897735596;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5862184364365328
16;0;5;10;10.0;random;None;7;0.0;0.0;0.0;None;None;None;16.243563078300127;31.89062210881238;0.0;None;1.0;[(4, 5), (5, 8), (3, 7), (0, 5), (1, 3), (3, 5), (3, 8)];0.0;None;49.831849336624146;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5093523426064341
17;0;5;10;10.0;random;None;8;0.0;0.0;0.0;None;None;None;15.219355357508547;31.89062210881238;0.0;None;1.0;[(4, 5), (5, 8), (3, 7), (0, 5), (1, 3), (3, 5), (3, 8), (1, 4)];0.0;None;66.6994824409485;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.4772360760344954
18;0;5;10;10.0;random;None;9;0.0;0.0;0.0;None;None;None;15.219355488896714;31.89062210881238;0.0;None;1.0;[(4, 5), (5, 8), (3, 7), (0, 5), (1, 3), (3, 5), (3, 8), (1, 4), (5, 9)];0.0;None;49.79071283340454;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.4772360801544579
19;0;5;10;10.0;random;None;10;0.0;0.0;0.0;None;None;None;15.219355410607221;31.89062210881238;0.0;None;1.0;[(4, 5), (5, 8), (3, 7), (0, 5), (1, 3), (3, 5), (3, 8), (1, 4), (5, 9), (4, 6)];0.0;None;70.8199999332428;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.47723607769952014
20;0;5;10;10.0;random;None;1;0.0;0.0;0.0;None;None;None;27.014993753447506;31.89062210881238;0.0;None;1.0;[(0, 4)];0.0;None;0.7306501865386963;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.8471140406502893
21;0;5;10;10.0;random;None;2;0.0;0.0;0.0;None;None;None;26.602591899134808;31.89062210881238;0.0;None;1.0;[(0, 4), (0, 3)];0.0;None;1.691230535507202;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.8341822811849028
22;0;5;10;10.0;random;None;3;0.0;0.0;0.0;None;None;None;23.706897973096257;31.89062210881238;0.0;None;1.0;[(0, 4), (0, 3), (4, 5)];0.0;None;6.67221736907959;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7433814835034308
23;0;5;10;10.0;random;None;4;0.0;0.0;0.0;None;None;None;23.638294779216352;31.89062210881238;0.0;None;1.0;[(0, 4), (0, 3), (4, 5), (2, 7)];0.0;None;11.465633153915405;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7412302807565597
24;0;5;10;10.0;random;None;5;0.0;0.0;0.0;None;None;None;17.842635905130997;31.89062210881238;0.0;None;1.0;[(0, 4), (0, 3), (4, 5), (2, 7), (2, 8)];0.0;None;23.39290452003479;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5594947581847428
25;0;5;10;10.0;random;None;6;0.0;0.0;0.0;None;None;None;16.941065648685306;31.89062210881238;0.0;None;1.0;[(0, 4), (0, 3), (4, 5), (2, 7), (2, 8), (6, 9)];0.0;None;28.902489423751828;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5312240567424978
26;0;5;10;10.0;random;None;7;0.0;0.0;0.0;None;None;None;16.941065648685306;31.89062210881238;0.0;None;1.0;[(0, 4), (0, 3), (4, 5), (2, 7), (2, 8), (6, 9), (2, 5)];0.0;None;38.752235889434814;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5312240567424978
27;0;5;10;10.0;random;None;8;0.0;0.0;0.0;None;None;None;16.825328622536144;31.89062210881238;0.0;None;1.0;[(0, 4), (0, 3), (4, 5), (2, 7), (2, 8), (6, 9), (2, 5), (5, 6)];0.0;None;33.13922762870789;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5275948699002261
28;0;5;10;10.0;random;None;9;0.0;0.0;0.0;None;None;None;16.27256625306017;31.89062210881238;0.0;None;1.0;[(0, 4), (0, 3), (4, 5), (2, 7), (2, 8), (6, 9), (2, 5), (5, 6), (4, 9)];0.0;None;56.015480518341064;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5102618003981662
29;0;5;10;10.0;random;None;10;0.0;0.0;0.0;None;None;None;16.2725659133005;31.89062210881238;0.0;None;1.0;[(0, 4), (0, 3), (4, 5), (2, 7), (2, 8), (6, 9), (2, 5), (5, 6), (4, 9), (4, 8)];0.0;None;47.35710597038269;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5102617897442608
30;0;5;10;10.0;random;None;1;0.0;0.0;0.0;None;None;None;31.809625028035374;31.89062210881238;0.0;None;1.0;[(6, 9)];0.0;None;1.3904290199279783;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.9974601599021604
31;0;5;10;10.0;random;None;2;0.0;0.0;0.0;None;None;None;24.021348129485283;31.89062210881238;0.0;None;1.0;[(6, 9), (2, 3)];0.0;None;2.135376453399658;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7532417538774644
32;0;5;10;10.0;random;None;3;0.0;0.0;0.0;None;None;None;24.021348129485265;31.89062210881238;0.0;None;1.0;[(6, 9), (2, 3), (7, 9)];0.0;None;2.7531542778015137;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7532417538774638
33;0;5;10;10.0;random;None;4;0.0;0.0;0.0;None;None;None;23.21379261072836;31.89062210881238;0.0;None;1.0;[(6, 9), (2, 3), (7, 9), (1, 7)];0.0;None;7.9651384353637695;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7279190895530901
34;0;5;10;10.0;random;None;5;0.0;0.0;0.0;None;None;None;18.932588556564678;31.89062210881238;0.0;None;1.0;[(6, 9), (2, 3), (7, 9), (1, 7), (8, 9)];0.0;None;17.87538743019104;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5936726004267256
35;0;5;10;10.0;random;None;6;0.0;0.0;0.0;None;None;None;18.932588556564678;31.89062210881238;0.0;None;1.0;[(6, 9), (2, 3), (7, 9), (1, 7), (8, 9), (3, 9)];0.0;None;19.326258659362797;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5936726004267256
36;0;5;10;10.0;random;None;7;0.0;0.0;0.0;None;None;None;18.932588558557942;31.89062210881238;0.0;None;1.0;[(6, 9), (2, 3), (7, 9), (1, 7), (8, 9), (3, 9), (1, 5)];0.0;None;24.87136721611023;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5936726004892289
37;0;5;10;10.0;random;None;8;0.0;0.0;0.0;None;None;None;16.249737745426525;31.89062210881238;0.0;None;1.0;[(6, 9), (2, 3), (7, 9), (1, 7), (8, 9), (3, 9), (1, 5), (1, 6)];0.0;None;36.57288646697997;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5095459627592592
38;0;5;10;10.0;random;None;9;0.0;0.0;0.0;None;None;None;16.249737746336884;31.89062210881238;0.0;None;1.0;[(6, 9), (2, 3), (7, 9), (1, 7), (8, 9), (3, 9), (1, 5), (1, 6), (0, 1)];0.0;None;41.46320343017578;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5095459627878055
39;0;5;10;10.0;random;None;10;0.0;0.0;0.0;None;None;None;16.249737745426515;31.89062210881238;0.0;None;1.0;[(6, 9), (2, 3), (7, 9), (1, 7), (8, 9), (3, 9), (1, 5), (1, 6), (0, 1), (0, 3)];0.0;None;44.9439845085144;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5095459627592589
40;0;5;10;10.0;random;None;1;0.0;0.0;0.0;None;None;None;28.82731902841175;31.89062210881238;0.0;None;1.0;[(1, 5)];0.0;None;1.6681342124938965;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.9039434517787551
41;0;5;10;10.0;random;None;2;0.0;0.0;0.0;None;None;None;25.047996517175356;31.89062210881238;0.0;None;1.0;[(1, 5), (8, 9)];0.0;None;4.9477379322052;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7854345528823599
42;0;5;10;10.0;random;None;3;0.0;0.0;0.0;None;None;None;20.095303536669235;31.89062210881238;0.0;None;1.0;[(1, 5), (8, 9), (2, 9)];0.0;None;11.576569080352785;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.6301320641567625
43;0;5;10;10.0;random;None;4;0.0;0.0;0.0;None;None;None;17.299651419285794;31.89062210881238;0.0;None;1.0;[(1, 5), (8, 9), (2, 9), (1, 2)];0.0;None;22.906610012054443;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5424682955465254
44;0;5;10;10.0;random;None;5;0.0;0.0;0.0;None;None;None;16.33095607301021;31.89062210881238;0.0;None;1.0;[(1, 5), (8, 9), (2, 9), (1, 2), (1, 6)];0.0;None;49.786776304245;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5120927405331943
45;0;5;10;10.0;random;None;6;0.0;0.0;0.0;None;None;None;16.330956074743312;31.89062210881238;0.0;None;1.0;[(1, 5), (8, 9), (2, 9), (1, 2), (1, 6), (1, 9)];0.0;None;33.976803541183465;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5120927405875395
46;0;5;10;10.0;random;None;7;0.0;0.0;0.0;None;None;None;16.083674262418143;31.89062210881238;0.0;None;1.0;[(1, 5), (8, 9), (2, 9), (1, 2), (1, 6), (1, 9), (0, 7)];0.0;None;55.245457410812385;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5043386801154223
47;0;5;10;10.0;random;None;8;0.0;0.0;0.0;None;None;None;15.73337262537599;31.89062210881238;0.0;None;1.0;[(1, 5), (8, 9), (2, 9), (1, 2), (1, 6), (1, 9), (0, 7), (0, 5)];0.0;None;48.13682317733765;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.49335420838430005
48;0;5;10;10.0;random;None;9;0.0;0.0;0.0;None;None;None;15.73337262537599;31.89062210881238;0.0;None;1.0;[(1, 5), (8, 9), (2, 9), (1, 2), (1, 6), (1, 9), (0, 7), (0, 5), (4, 8)];0.0;None;43.78203821182251;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.49335420838430005
49;0;5;10;10.0;random;None;10;0.0;0.0;0.0;None;None;None;14.843642229597016;31.89062210881238;0.0;None;1.0;[(1, 5), (8, 9), (2, 9), (1, 2), (1, 6), (1, 9), (0, 7), (0, 5), (4, 8), (6, 8)];0.0;None;52.034979820251465;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.46545477159240645
50;0;5;10;10.0;random;None;1;0.0;0.0;0.0;None;None;None;27.570454172223748;31.89062210881238;0.0;None;1.0;[(4, 7)];0.0;None;0.7692012786865234;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.8645317133717866
51;0;5;10;10.0;random;None;2;0.0;0.0;0.0;None;None;None;27.570454172223755;31.89062210881238;0.0;None;1.0;[(4, 7), (8, 9)];0.0;None;1.1180148124694824;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.8645317133717868
52;0;5;10;10.0;random;None;3;0.0;0.0;0.0;None;None;None;24.84707616731319;31.89062210881238;0.0;None;1.0;[(4, 7), (8, 9), (0, 5)];0.0;None;6.278485298156737;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7791342571660639
53;0;5;10;10.0;random;None;4;0.0;0.0;0.0;None;None;None;23.514198998089697;31.89062210881238;0.0;None;1.0;[(4, 7), (8, 9), (0, 5), (1, 8)];0.0;None;9.268828392028807;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7373389869240582
54;0;5;10;10.0;random;None;5;0.0;0.0;0.0;None;None;None;19.433808012621828;31.89062210881238;0.0;None;1.0;[(4, 7), (8, 9), (0, 5), (1, 8), (5, 9)];0.0;None;14.48646354675293;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.609389429479071
55;0;5;10;10.0;random;None;6;0.0;0.0;0.0;None;None;None;18.054079649718688;31.89062210881238;0.0;None;1.0;[(4, 7), (8, 9), (0, 5), (1, 8), (5, 9), (2, 6)];0.0;None;18.875807523727413;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.566125037890991
56;0;5;10;10.0;random;None;7;0.0;0.0;0.0;None;None;None;18.054079649718684;31.89062210881238;0.0;None;1.0;[(4, 7), (8, 9), (0, 5), (1, 8), (5, 9), (2, 6), (1, 9)];0.0;None;19.74581074714661;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5661250378909909
57;0;5;10;10.0;random;None;8;0.0;0.0;0.0;None;None;None;15.542355835172886;31.89062210881238;0.0;None;1.0;[(4, 7), (8, 9), (0, 5), (1, 8), (5, 9), (2, 6), (1, 9), (0, 8)];0.0;None;41.63262128829956;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.4873644603777749
58;0;5;10;10.0;random;None;9;0.0;0.0;0.0;None;None;None;15.542355835172884;31.89062210881238;0.0;None;1.0;[(4, 7), (8, 9), (0, 5), (1, 8), (5, 9), (2, 6), (1, 9), (0, 8), (2, 4)];0.0;None;68.93870329856873;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.48736446037777487
59;0;5;10;10.0;random;None;10;0.0;0.0;0.0;None;None;None;15.099238822407155;31.89062210881238;0.0;None;1.0;[(4, 7), (8, 9), (0, 5), (1, 8), (5, 9), (2, 6), (1, 9), (0, 8), (2, 4), (1, 4)];0.0;None;71.19868683815001;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.4734695601386453
60;0;5;10;10.0;random;None;1;0.0;0.0;0.0;None;None;None;19.4481753890826;31.89062210881238;0.0;None;0.0;[(7, 8)];0.0;None;0.6634013652801514;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.6098399498988907
61;0;5;10;10.0;random;None;2;0.0;0.0;0.0;None;None;None;19.4481753890826;31.89062210881238;0.0;None;1.0;[(7, 8), (6, 7)];0.0;None;0.9790763854980468;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.6098399498988907
62;0;5;10;10.0;random;None;3;0.0;0.0;0.0;None;None;None;19.4481753890826;31.89062210881238;0.0;None;1.0;[(7, 8), (6, 7), (3, 5)];0.0;None;3.7140779495239262;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.6098399498988907
63;0;5;10;10.0;random;None;4;0.0;0.0;0.0;None;None;None;19.110715311483766;31.89062210881238;0.0;None;1.0;[(7, 8), (6, 7), (3, 5), (0, 4)];0.0;None;4.552917003631592;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5992581532676615
64;0;5;10;10.0;random;None;5;0.0;0.0;0.0;None;None;None;19.11071531349484;31.89062210881238;0.0;None;1.0;[(7, 8), (6, 7), (3, 5), (0, 4), (2, 8)];0.0;None;6.902359485626222;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5992581533307231
65;0;5;10;10.0;random;None;6;0.0;0.0;0.0;None;None;None;19.110715311483766;31.89062210881238;0.0;None;1.0;[(7, 8), (6, 7), (3, 5), (0, 4), (2, 8), (3, 6)];0.0;None;5.930880308151245;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5992581532676615
66;0;5;10;10.0;random;None;7;0.0;0.0;0.0;None;None;None;18.40400609812653;31.89062210881238;0.0;None;1.0;[(7, 8), (6, 7), (3, 5), (0, 4), (2, 8), (3, 6), (0, 7)];0.0;None;9.578104257583616;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5770977447643119
67;0;5;10;10.0;random;None;8;0.0;0.0;0.0;None;None;None;18.404006100066933;31.89062210881238;0.0;None;1.0;[(7, 8), (6, 7), (3, 5), (0, 4), (2, 8), (3, 6), (0, 7), (0, 5)];0.0;None;12.083713054656982;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5770977448251574
68;0;5;10;10.0;random;None;9;0.0;0.0;0.0;None;None;None;18.40400609812653;31.89062210881238;0.0;None;1.0;[(7, 8), (6, 7), (3, 5), (0, 4), (2, 8), (3, 6), (0, 7), (0, 5), (3, 8)];0.0;None;11.770514726638794;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5770977447643119
69;0;5;10;10.0;random;None;10;0.0;0.0;0.0;None;None;None;18.40400670524125;31.89062210881238;0.0;None;1.0;[(7, 8), (6, 7), (3, 5), (0, 4), (2, 8), (3, 6), (0, 7), (0, 5), (3, 8), (3, 4)];0.0;None;10.541819334030153;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.5770977638017178
70;0;5;10;10.0;random;None;1;0.0;0.0;0.0;None;None;None;28.282680202915174;31.89062210881238;0.0;None;1.0;[(4, 5)];0.0;None;4.318532705307007;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.8868651137131558
71;0;5;10;10.0;random;None;2;0.0;0.0;0.0;None;None;None;23.22441613579699;31.89062210881238;0.0;None;1.0;[(4, 5), (4, 6)];0.0;None;5.939189910888673;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7282522133483044
72;0;5;10;10.0;random;None;3;0.0;0.0;0.0;None;None;None;23.224416135796986;31.89062210881238;0.0;None;1.0;[(4, 5), (4, 6), (2, 7)];0.0;None;6.0955235958099365;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7282522133483043
73;0;5;10;10.0;random;None;4;0.0;0.0;0.0;None;None;None;19.890509677754864;31.89062210881238;0.0;None;1.0;[(4, 5), (4, 6), (2, 7), (2, 9)];0.0;None;11.432430744171144;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.6237103061171857
74;0;5;10;10.0;random;None;5;0.0;0.0;0.0;None;None;None;19.890509677754885;31.89062210881238;0.0;None;1.0;[(4, 5), (4, 6), (2, 7), (2, 9), (0, 7)];0.0;None;16.18093514442444;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.6237103061171865
75;0;5;10;10.0;random;None;6;0.0;0.0;0.0;None;None;None;19.58821434160903;31.89062210881238;0.0;None;1.0;[(4, 5), (4, 6), (2, 7), (2, 9), (0, 7), (3, 4)];0.0;None;14.703824758529663;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.6142311766378553
76;0;5;10;10.0;random;None;7;0.0;0.0;0.0;None;None;None;14.769812080761845;31.89062210881238;0.0;None;1.0;[(4, 5), (4, 6), (2, 7), (2, 9), (0, 7), (3, 4), (0, 8)];0.0;None;39.51007342338561;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.463139666274509
77;0;5;10;10.0;random;None;8;0.0;0.0;0.0;None;None;None;13.856562670591517;31.89062210881238;0.0;None;1.0;[(4, 5), (4, 6), (2, 7), (2, 9), (0, 7), (3, 4), (0, 8), (3, 8)];0.0;None;70.97919487953186;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.43450273949853463
78;0;5;10;10.0;random;None;9;0.0;0.0;0.0;None;None;None;13.85656267059153;31.89062210881238;0.0;None;1.0;[(4, 5), (4, 6), (2, 7), (2, 9), (0, 7), (3, 4), (0, 8), (3, 8), (8, 9)];0.0;None;62.18089461326599;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.434502739498535
79;0;5;10;10.0;random;None;10;0.0;0.0;0.0;None;None;None;13.856562669105873;31.89062210881238;0.0;None;1.0;[(4, 5), (4, 6), (2, 7), (2, 9), (0, 7), (3, 4), (0, 8), (3, 8), (8, 9), (7, 9)];0.0;None;73.47556591033936;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.43450273945194906
80;0;5;10;10.0;random;None;1;0.0;0.0;0.0;None;None;None;27.282748536457945;31.89062210881238;0.0;None;1.0;[(2, 6)];0.0;None;1.7147421836853027;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.8555100757635851
81;0;5;10;10.0;random;None;2;0.0;0.0;0.0;None;None;None;24.707791672110034;31.89062210881238;0.0;None;1.0;[(2, 6), (2, 4)];0.0;None;2.0882105827331543;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7747666880817133
82;0;5;10;10.0;random;None;3;0.0;0.0;0.0;None;None;None;22.595358995377058;31.89062210881238;0.0;None;1.0;[(2, 6), (2, 4), (1, 6)];0.0;None;7.0507638454437265;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7085267549275324
83;0;5;10;10.0;random;None;4;0.0;0.0;0.0;None;None;None;22.575946795326878;31.89062210881238;0.0;None;1.0;[(2, 6), (2, 4), (1, 6), (2, 7)];0.0;None;12.34123945236206;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7079180430628361
84;0;5;10;10.0;random;None;5;0.0;0.0;0.0;None;None;None;22.575947008072987;31.89062210881238;0.0;None;1.0;[(2, 6), (2, 4), (1, 6), (2, 7), (0, 2)];0.0;None;8.773939609527588;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7079180497339543
85;0;5;10;10.0;random;None;6;0.0;0.0;0.0;None;None;None;22.575946795326878;31.89062210881238;0.0;None;1.0;[(2, 6), (2, 4), (1, 6), (2, 7), (0, 2), (1, 3)];0.0;None;13.85616946220398;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7079180430628361
86;0;5;10;10.0;random;None;7;0.0;0.0;0.0;None;None;None;22.575946795326878;31.89062210881238;0.0;None;1.0;[(2, 6), (2, 4), (1, 6), (2, 7), (0, 2), (1, 3), (1, 8)];0.0;None;16.00668215751648;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7079180430628361
87;0;5;10;10.0;random;None;8;0.0;0.0;0.0;None;None;None;22.575946795326885;31.89062210881238;0.0;None;1.0;[(2, 6), (2, 4), (1, 6), (2, 7), (0, 2), (1, 3), (1, 8), (2, 3)];0.0;None;10.783082962036133;(0.0, 10.0, 5.0, 10.0);31.890622108812384;0;;;0.7079180430628363
