;problem_seed;num_features;num_items;item_sphere_size;method;query_seed;K;gamma;gamma_normalized;method_objval;mmu_objval;mmu_objval_ub;mmu_objval_lb;mmr_objval;mmr_objval_ub;mmr_objval_lb;mmu_prob_random_wins;mmr_prob_random_wins;query_list;solve_time;mmu_objective_eval_time;mmr_objective_eval_time;expt_params;mmu_ub;mmu_lb;mmu_objval_normalized_new
19;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-10.408658176048746;0.0;-22.045967423988646;None;None;None;1.0;None;[(26, 37), (9, 22), (5, 31), (0, 15), (12, 24), (12, 39), (19, 35), (18, 31), (5, 35), (22, 26)];0.0;1.9306480884552;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5278656646873627
20;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-20.142705902029483;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 12)];0.0;0.8146512508392334;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.08633150386894899
21;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-17.01067278363111;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 12), (23, 31)];0.0;1.385634183883667;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.22839980407837424
22;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-16.744189443862837;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 12), (23, 31), (19, 39)];0.0;0.4645483493804932;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.2404874269367077
23;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-15.453018042763393;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 12), (23, 31), (19, 39), (21, 35)];0.0;1.0067663192749023;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.2990546640312576
24;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-12.63269939222375;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 12), (23, 31), (19, 39), (21, 35), (12, 23)];0.0;1.2935729026794434;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4269836678394938
25;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-10.951375045541873;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 12), (23, 31), (19, 39), (21, 35), (12, 23), (3, 7)];0.0;1.7016611099243164;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5032481526020189
26;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-10.951375045541878;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 12), (23, 31), (19, 39), (21, 35), (12, 23), (3, 7), (8, 14)];0.0;1.7474415302276611;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5032481526020186
27;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-10.834296403904373;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 12), (23, 31), (19, 39), (21, 35), (12, 23), (3, 7), (8, 14), (23, 36)];0.0;2.14129638671875;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5085588127960509
28;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-10.333473528874194;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 12), (23, 31), (19, 39), (21, 35), (12, 23), (3, 7), (8, 14), (23, 36), (32, 33)];0.0;1.4859569072723389;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5312760229505589
29;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-9.171111682217283;0.0;-22.045967423988646;None;None;None;1.0;None;[(11, 12), (23, 31), (19, 39), (21, 35), (12, 23), (3, 7), (8, 14), (23, 36), (32, 33), (4, 30)];0.0;4.562027215957642;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5840004883506186
30;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-18.51089050351489;0.0;-22.045967423988646;None;None;None;0.0;None;[(20, 24)];0.0;0.990093469619751;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.16035027415611783
31;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-16.9154213458863;0.0;-22.045967423988646;None;None;None;0.0;None;[(20, 24), (4, 13)];0.0;0.8871114253997803;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.2327203873357534
32;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-14.57708474357727;0.0;-22.045967423988646;None;None;None;0.0;None;[(20, 24), (4, 13), (18, 27)];0.0;1.6216206550598145;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3387867965496527
33;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-13.34341234087878;0.0;-22.045967423988646;None;None;None;0.0;None;[(20, 24), (4, 13), (18, 27), (2, 35)];0.0;1.1035962104797363;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.39474589233222784
34;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-13.343412340878775;0.0;-22.045967423988646;None;None;None;0.0;None;[(20, 24), (4, 13), (18, 27), (2, 35), (0, 21)];0.0;1.0271286964416504;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3947458923322281
35;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-12.749020840514795;0.0;-22.045967423988646;None;None;None;0.0;None;[(20, 24), (4, 13), (18, 27), (2, 35), (0, 21), (2, 6)];0.0;1.5922553539276123;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4217073537610979
36;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-10.604397713071947;0.0;-22.045967423988646;None;None;None;0.0;None;[(20, 24), (4, 13), (18, 27), (2, 35), (0, 21), (2, 6), (7, 28)];0.0;2.7782719135284424;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5189869644126713
37;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-10.507160913952802;0.0;-22.045967423988646;None;None;None;0.0;None;[(20, 24), (4, 13), (18, 27), (2, 35), (0, 21), (2, 6), (7, 28), (6, 36)];0.0;1.1577115058898926;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5233976032042964
38;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-10.507160913952802;0.0;-22.045967423988646;None;None;None;0.0;None;[(20, 24), (4, 13), (18, 27), (2, 35), (0, 21), (2, 6), (7, 28), (6, 36), (15, 30)];0.0;2.673057556152344;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5233976032042964
39;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-10.507160913952802;0.0;-22.045967423988646;None;None;None;1.0;None;[(20, 24), (4, 13), (18, 27), (2, 35), (0, 21), (2, 6), (7, 28), (6, 36), (15, 30), (2, 25)];0.0;1.6176998615264893;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5233976032042964
40;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-18.240414208964676;0.0;-22.045967423988646;None;None;None;0.0;None;[(37, 39)];0.0;0.8399298191070557;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.1726190165228469
41;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-16.869118510793054;0.0;-22.045967423988646;None;None;None;0.0;None;[(37, 39), (14, 20)];0.0;0.8787255287170409;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.2348206732611905
42;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-16.22820614199602;0.0;-22.045967423988646;None;None;None;0.0;None;[(37, 39), (14, 20), (17, 34)];0.0;0.912083387374878;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.263892310557527
43;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-13.76172027651794;0.0;-22.045967423988646;None;None;None;0.0;None;[(37, 39), (14, 20), (17, 34), (10, 28)];0.0;1.0401730537414549;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.375771540805971
44;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-13.3401279886394;0.0;-22.045967423988646;None;None;None;0.0;None;[(37, 39), (14, 20), (17, 34), (10, 28), (6, 20)];0.0;1.1248316764831543;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3948948697926502
45;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-12.668415830937738;0.0;-22.045967423988646;None;None;None;0.0;None;[(37, 39), (14, 20), (17, 34), (10, 28), (6, 20), (5, 27)];0.0;2.0874035358428955;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4253635784132922
46;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-11.608858778471136;0.0;-22.045967423988646;None;None;None;0.0;None;[(37, 39), (14, 20), (17, 34), (10, 28), (6, 20), (5, 27), (17, 33)];0.0;1.2249877452850342;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4734248420489127
47;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-10.977892825984846;0.0;-22.045967423988646;None;None;None;0.0;None;[(37, 39), (14, 20), (17, 34), (10, 28), (6, 20), (5, 27), (17, 33), (13, 33)];0.0;2.1468989849090576;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5020453121943841
48;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-10.292021614264284;0.0;-22.045967423988646;None;None;None;0.0;None;[(37, 39), (14, 20), (17, 34), (10, 28), (6, 20), (5, 27), (17, 33), (13, 33), (22, 31)];0.0;1.55963397026062;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5331562722411755
49;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-10.292021614264284;0.0;-22.045967423988646;None;None;None;1.0;None;[(37, 39), (14, 20), (17, 34), (10, 28), (6, 20), (5, 27), (17, 33), (13, 33), (22, 31), (8, 38)];0.0;3.2025547027587886;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5331562722411755
50;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-14.328617516913214;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 25)];0.0;0.3947575092315674;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.35005721267091117
51;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-14.328617516913214;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 25), (13, 29)];0.0;0.4254856109619141;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.35005721267091117
52;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-14.328617516913214;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 25), (13, 29), (6, 16)];0.0;1.2627265453338623;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.35005721267091117
53;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-14.21987020564265;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 25), (13, 29), (6, 16), (31, 33)];0.0;0.9823589324951172;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3549899656401565
54;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-13.649497757317883;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 25), (13, 29), (6, 16), (31, 33), (4, 9)];0.0;1.0358765125274658;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.38086192840574346
55;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-12.29627788398221;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 25), (13, 29), (6, 16), (31, 33), (4, 9), (17, 26)];0.0;1.1349923610687256;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4422436698966264
56;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-12.220523294176509;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 25), (13, 29), (6, 16), (31, 33), (4, 9), (17, 26), (16, 26)];0.0;1.3654122352600098;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4456798806261802
57;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-12.220523294176509;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 25), (13, 29), (6, 16), (31, 33), (4, 9), (17, 26), (16, 26), (3, 29)];0.0;2.5953350067138667;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4456798806261802
58;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-11.89937046995112;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 25), (13, 29), (6, 16), (31, 33), (4, 9), (17, 26), (16, 26), (3, 29), (1, 37)];0.0;2.900501251220703;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.46024729869629594
59;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-11.205217293102233;0.0;-22.045967423988646;None;None;None;1.0;None;[(9, 25), (13, 29), (6, 16), (31, 33), (4, 9), (17, 26), (16, 26), (3, 29), (1, 37), (5, 35)];0.0;2.1197741031646733;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.49173392677203087
60;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-14.014774211053467;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 29)];0.0;0.3695096969604492;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3642930726730562
61;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-14.014774211053489;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 29), (18, 37)];0.0;1.1454057693481443;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3642930726730553
62;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-14.014774211053489;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 29), (18, 37), (18, 33)];0.0;1.181308031082153;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3642930726730553
63;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-13.593529925790687;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 29), (18, 37), (18, 33), (27, 28)];0.0;1.0078816413879397;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3834006163413111
64;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-13.558607361611429;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 29), (18, 37), (18, 33), (27, 28), (14, 29)];0.0;1.0553154945373535;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3849846958016327
65;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-13.558607361611443;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 29), (18, 37), (18, 33), (27, 28), (14, 29), (3, 13)];0.0;1.6434752941131592;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.384984695801632
66;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-12.877106929966892;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 29), (18, 37), (18, 33), (27, 28), (14, 29), (3, 13), (7, 31)];0.0;1.1251850128173828;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.41589739827179034
67;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-10.958620207383943;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 29), (18, 37), (18, 33), (27, 28), (14, 29), (3, 13), (7, 31), (10, 15)];0.0;1.4293153285980225;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5029195137311211
68;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-9.947272072047172;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 29), (18, 37), (18, 33), (27, 28), (14, 29), (3, 13), (7, 31), (10, 15), (31, 35)];0.0;3.362721920013428;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5487940319995425
69;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-9.83634511373752;0.0;-22.045967423988646;None;None;None;1.0;None;[(0, 29), (18, 37), (18, 33), (27, 28), (14, 29), (3, 13), (7, 31), (10, 15), (31, 35), (8, 20)];0.0;1.7206449508666992;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5538256532559973
70;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-12.39608036617618;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 34)];0.0;0.3615891933441162;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.43771665231220525
71;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-12.39608036617618;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 34), (12, 25)];0.0;1.0520672798156738;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.43771665231220525
72;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-12.252321394047913;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 34), (12, 25), (4, 24)];0.0;1.0759909152984621;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.44423752614656664
73;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-11.719506929537644;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 34), (12, 25), (4, 24), (8, 27)];0.0;1.4606504440307615;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.46840586742473217
74;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-11.719506929537651;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 34), (12, 25), (4, 24), (8, 27), (25, 37)];0.0;1.905578851699829;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4684058674247319
75;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-9.817215919912654;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 34), (12, 25), (4, 24), (8, 27), (25, 37), (15, 18)];0.0;2.104135036468506;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5546933490779575
76;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-9.17797168734814;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 34), (12, 25), (4, 24), (8, 27), (25, 37), (15, 18), (19, 37)];0.0;2.723763465881348;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5836893200993495
77;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-9.177971687348142;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 34), (12, 25), (4, 24), (8, 27), (25, 37), (15, 18), (19, 37), (28, 35)];0.0;1.4184563159942627;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5836893200993494
78;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-9.158144906147484;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 34), (12, 25), (4, 24), (8, 27), (25, 37), (15, 18), (19, 37), (28, 35), (20, 39)];0.0;1.9002974033355715;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5845886583238578
79;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-8.030176482994676;0.0;-22.045967423988646;None;None;None;1.0;None;[(0, 34), (12, 25), (4, 24), (8, 27), (25, 37), (15, 18), (19, 37), (28, 35), (20, 39), (7, 32)];0.0;4.216392517089844;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.6357530459626358
80;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-13.510977393698315;0.0;-22.045967423988646;None;None;None;0.0;None;[(8, 10)];0.0;0.38369083404541016;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3871451801658293
81;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-12.029456643520565;0.0;-22.045967423988646;None;None;None;0.0;None;[(8, 10), (21, 22)];0.0;0.4188094139099121;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.45434661985251346
82;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-12.029456643520547;0.0;-22.045967423988646;None;None;None;0.0;None;[(8, 10), (21, 22), (4, 23)];0.0;0.994643211364746;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.45434661985251423
83;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-12.029456643520547;0.0;-22.045967423988646;None;None;None;0.0;None;[(8, 10), (21, 22), (4, 23), (0, 35)];0.0;1.4953901767730713;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.45434661985251423
84;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-11.490255754339021;0.0;-22.045967423988646;None;None;None;0.0;None;[(8, 10), (21, 22), (4, 23), (0, 35), (19, 21)];0.0;1.4873967170715332;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.478804647881478
85;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-11.411261508303875;0.0;-22.045967423988646;None;None;None;0.0;None;[(8, 10), (21, 22), (4, 23), (0, 35), (19, 21), (10, 18)];0.0;1.617382526397705;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.48238780867074743
